title,video_url,views_compact,video_age
Spring Rainbow Makeup Tutorial,https://www.youtube.com/watch?v=Zdm3ryUZQfw,121K views,9 years ago
Grey's Anatomy: Arizona Robbins Inspired Makeup Tutorial - Collab with JeanFrancoisCD,https://www.youtube.com/watch?v=UrYyBe1Z3bM,99K views,9 years ago
NEW Tattoo + March Favorites,https://www.youtube.com/watch?v=_Z4rTYQrgO4,107K views,9 years ago
Marina and the Diamonds - Primadonna - Inspired Makeup Tutorial,https://www.youtube.com/watch?v=pWJxP2ymm-Y,349K views,10 years ago
St. Patrick's Day Inspired Makeup Tutorial,https://www.youtube.com/watch?v=ujuaq_QhMFM,85K views,10 years ago
Casual Hollywood Wave Hair Tutorial,https://www.youtube.com/watch?v=kXyQB_vm5yM,107K views,10 years ago
''Ode to Ke$ha'' Makeup Tutorial - Ke$ha Inspired,https://www.youtube.com/watch?v=EUby8gdjbGo,97K views,10 years ago
Quick Tip: How to make your own Colored Mascara!,https://www.youtube.com/watch?v=eHEFpFCpA-M,1M views,10 years ago
Extreme Purples for Spring Makeup Tutorial,https://www.youtube.com/watch?v=KPF3Y56C6-U,130K views,10 years ago
Colorful Avant Garde Spring Makeup Tutorial,https://www.youtube.com/watch?v=DSEoWG3pJQ0,83K views,10 years ago
Rihanna Grammys 2012 Performance Makeup Tutorial,https://www.youtube.com/watch?v=sNCSdiS2eHo,172K views,10 years ago
Lana Del Rey Inspired Makeup Tutorial,https://www.youtube.com/watch?v=JqPuQ6cJoNA,479K views,10 years ago
January 2012 Makeup & Beauty Haul,https://www.youtube.com/watch?v=wSVfOcjlgtU,141K views,10 years ago
Runway Trend: House of Holland S/S 2012 Makeup Tutorial,https://www.youtube.com/watch?v=zfDg4qMFBfs,75K views,10 years ago
Valentinesday - Seductive and Smokey - Collab with KlairedelysArt,https://www.youtube.com/watch?v=_xrDh4qRszw,172K views,10 years ago
Natalia Kills - Kill My Boyfriend - Makeup Tutorial,https://www.youtube.com/watch?v=UoYyY4uhkTk,124K views,10 years ago
OPI ''Nicki Minaj'' Nail Polish Collection - Review & Swatches,https://www.youtube.com/watch?v=zVjeERBEqzI,178K views,10 years ago
Colored Goth Makeup Look,https://www.youtube.com/watch?v=r-RCZ-4leMw,152K views,10 years ago
2011 All-Time Favorites and Highlights,https://www.youtube.com/watch?v=5UNn00gTUIk,111K views,10 years ago
NYE ''Glitter & Diamonds'' Party Look - Makeup Tutorial,https://www.youtube.com/watch?v=ap9TzxZ3QoA,274K views,10 years ago
Christmas 2011 Gifts - Haul,https://www.youtube.com/watch?v=lUI9njI-__s,56K views,10 years ago
Sarah Jessica Parker ''NYE'' - Inspired Purple Smokey Eye,https://www.youtube.com/watch?v=qWu8puIQQIg,121K views,10 years ago
Top Holiday Nail Polishes 2011,https://www.youtube.com/watch?v=aj_z_Ahl4os,36K views,10 years ago
Eyebrow Routine - Updated Tutorial!,https://www.youtube.com/watch?v=4jMjLwTFb40,463K views,10 years ago
Favorites: November 2011,https://www.youtube.com/watch?v=i0WKE4LDwlg,79K views,10 years ago
Rebekah - The Vampire Diaries Makeup Series - Fashionista Tutorial,https://www.youtube.com/watch?v=DuDvN-nr-1k,98K views,10 years ago
HUGE ANNOUNCEMENT!,https://www.youtube.com/watch?v=-Rk3mLZHdiQ,149K views,10 years ago
Scarlett Johansson D&G - The One ''Lace'' - Makeup Tutorial,https://www.youtube.com/watch?v=_z-J_6PZ48Q,196K views,10 years ago
BeyoncÃ© - Party ft. J. Cole - Makeup Tutorial,https://www.youtube.com/watch?v=9vkXcrRQh40,122K views,10 years ago
Halloween Tutorial: Dior Runway Galaxy Inspired Look,https://www.youtube.com/watch?v=abRhxECgfVA,128K views,10 years ago
Jessie J - Who You Are (Live in London) Makeup Tutorial,https://www.youtube.com/watch?v=OTtejuiFpK0,144K views,10 years ago
Halloween Tutorial: Simple Doll Look / Jeremy Scott S/S 2012 Inspired,https://www.youtube.com/watch?v=CCwo6TJxGIc,108K views,10 years ago
Halloween Tutorial: Zombie Showgirl - Collab with KlairedelysArt,https://www.youtube.com/watch?v=0zpH4SOh3TM,220K views,10 years ago
I GOT A TATTOO! - My Experiences,https://www.youtube.com/watch?v=7jPfOEz5QDQ,122K views,10 years ago
Halloween Tutorial: Cleopatra Inspired,https://www.youtube.com/watch?v=EXaEq65WaOc,87K views,10 years ago
Kat von D Inspired Makeup Tutorial,https://www.youtube.com/watch?v=XR4jfZCEMS0,143K views,10 years ago
Demi Lovato 2011 MTV VMA's Makeup Tutorial,https://www.youtube.com/watch?v=6Yvry29ooBM,202K views,10 years ago
Haul and Favorites of August 2011,https://www.youtube.com/watch?v=STGBlSvt7nQ,57K views,10 years ago
Get Yo' Freak On! - 15 Weird Questions Tag,https://www.youtube.com/watch?v=WgyKH0sy21c,361K views,10 years ago
Simple & Clean Back To School Look,https://www.youtube.com/watch?v=KJ9rc8AJyis,197K views,10 years ago
Everything on Facecharts!,https://www.youtube.com/watch?v=APUWNCZ0DV8,138K views,10 years ago
Nicki Minaj - Super Bass Makeup Tutorial,https://www.youtube.com/watch?v=JZmY4GKveeg,1.3M views,10 years ago
British Vogue Kate Moss Cover Inspired Makeup Tutorial,https://www.youtube.com/watch?v=5gjwoFl2-n8,81K views,10 years ago
Kim Kardashian Goth Inspired Makeup Tutorial,https://www.youtube.com/watch?v=FgzrabBVUaw,168K views,10 years ago
SATC Carrie Bradshaw Signature Hair Up-Do Tutorial,https://www.youtube.com/watch?v=cVQ9QDVh9Pk,96K views,10 years ago
BeyoncÃ© - Best Thing I Never Had - Makeup Tutorial,https://www.youtube.com/watch?v=H6twct8R5LY,428K views,10 years ago
Beyonce Dazed Magazine Cover Makeup Tutorial,https://www.youtube.com/watch?v=-CXvJRy5kTs,91K views,10 years ago
Jessie J Inspired Makeup Tutorial,https://www.youtube.com/watch?v=5nMJhjI902c,614K views,10 years ago
WINNERS: Get Clean Contest & Illamasqua Giveaway,https://www.youtube.com/watch?v=22lM_pQSCTw,64K views,10 years ago
Runway Trend: Jeremy Scott Fall 2011 Makeup Tutorial,https://www.youtube.com/watch?v=c_quZVT1IkI,182K views,10 years ago
What I Love About You TAG!,https://www.youtube.com/watch?v=WjokkLWMSnM,64K views,10 years ago
Katy Perry - Last Friday Night (T.G.I.F.) Makeup Tutorial,https://www.youtube.com/watch?v=wzxN7ft701k,3M views,10 years ago
Natural Red Carpet Glamour Makeup Tutorial,https://www.youtube.com/watch?v=ltizwYlyIfw,143K views,10 years ago
Giveaway Illamasqua Eyepencils + Swatches (CLOSED),https://www.youtube.com/watch?v=3k4JhlNVz6s,36K views,10 years ago
Soft Beachy & Red Lip Tutorial,https://www.youtube.com/watch?v=gJbvYN5ZVoQ,151K views,10 years ago
Recent Haul Favorites,https://www.youtube.com/watch?v=3cz_f5ZA0ss,48K views,10 years ago
How to get Perfect Glowy Skin (My Foundation Routine),https://www.youtube.com/watch?v=7u7XZlEZ7rc,1.7M views,10 years ago
BeyoncÃ© - Run The World (Girls) Makeup Tutorial,https://www.youtube.com/watch?v=47BxPTphokI,292K views,10 years ago
My Jewelry Collection Favorites,https://www.youtube.com/watch?v=ZZeS_7W4lWU,49K views,10 years ago
Disco Lights (Extreme Clubbing) Makeup Tutorial,https://www.youtube.com/watch?v=b7Ckow1f7-4,162K views,10 years ago
Lady Gaga - Judas Music Video Makeup Tutorial,https://www.youtube.com/watch?v=YddCi-i-tLk,233K views,10 years ago
Adele Inspired Makeup Tutorial,https://www.youtube.com/watch?v=-wPMFskbx3A,412K views,10 years ago
Queen's Day Makeup Tutorial (Trend: Orange Lips),https://www.youtube.com/watch?v=EzBIbjlL9l8,93K views,10 years ago
Fashion Week Inspired: Sultry Orange/Copper Smokey Eye,https://www.youtube.com/watch?v=KrZFvQwxGDk,104K views,10 years ago
GET CLEAN! Demake-up Review / Mini Contest (closed),https://www.youtube.com/watch?v=Ixm5rTa2c0Y,63K views,10 years ago
Quick New York & IMATS 2011 Haul,https://www.youtube.com/watch?v=_N3rhp8f_zk,45K views,10 years ago
I'M AT IMATS NEW YORK!!,https://www.youtube.com/watch?v=P48f5Oj61RY,95K views,10 years ago
Katy Perry - E.T Music Video Makeup Tutorial,https://www.youtube.com/watch?v=-ch-9umGXCs,476K views,10 years ago
Lady Gaga - Born This Way Music Video / G.O.A.T Inspired Makeup Tutorial,https://www.youtube.com/watch?v=2cjx-chVre4,531K views,10 years ago
Simple and Shiny Spring Makeup Tutorial,https://www.youtube.com/watch?v=yVKEiFl1qiU,255K views,11 years ago
M.A.C Viva Glam Gaga Inspired Makeup Tutorial - How to make eyes look bigger,https://www.youtube.com/watch?v=_ScOp-sWWHA,231K views,11 years ago
Bleached Brows without Bleach!,https://www.youtube.com/watch?v=kyNTAZbRd1M,139K views,11 years ago
Illamasqua Toxic Nature - Review & Swatches,https://www.youtube.com/watch?v=u6VlDTXIL5U,53K views,11 years ago
Ke$ha 'Blow' Music Video - Makeup Tutorial,https://www.youtube.com/watch?v=GY1jY1jZv1A,222K views,11 years ago
Quick NYX Makeup Tip .. HUGE FAIL!,https://www.youtube.com/watch?v=bIojEv4irMI,78K views,11 years ago
The Bright Smokey Side of Life / Makeup Tutorial,https://www.youtube.com/watch?v=CQFF-r7tYfg,53K views,11 years ago
Dead Vampire Makeup - The Vampire Diaries Makeup Series,https://www.youtube.com/watch?v=IT0nLMKsq44,237K views,11 years ago
"BIG Collective Haul: MAC Peacocky, AllCosmeticsWholesale & Cherryculture",https://www.youtube.com/watch?v=uDT4q86-caY,67K views,11 years ago
How to get 'It Girls' Inspired Makeup,https://www.youtube.com/watch?v=iTezXT2aOyc,140K views,11 years ago
"How to get Gwen Stefani's Soft Curly, Big Hair",https://www.youtube.com/watch?v=Zqq32hrfr_c,118K views,11 years ago
Rock Chick Inspired Makeup Tutorial,https://www.youtube.com/watch?v=4VF30BXjUA0,279K views,11 years ago
My New Teeth! - What happened?,https://www.youtube.com/watch?v=UP97zeq5r90,1.5M views,11 years ago
Rhinestone Eye Mask - Lady Gaga Grammy's Performance Inspired Tutorial,https://www.youtube.com/watch?v=ez0RkAi5Ff4,168K views,11 years ago
TVD Katherine's Masquerade Party Look - The Vampire Diaries Makeup Series,https://www.youtube.com/watch?v=ovd_WiOG3nM,299K views,11 years ago
Nikkie's 2010 Favorites (Real Life and Beauty),https://www.youtube.com/watch?v=3drskhQcFqY,86K views,11 years ago
Christmas Makeup: Double Eyeliner and Dark Glossy Red Lips,https://www.youtube.com/watch?v=q91ObMQFqiE,442K views,11 years ago
Ke$ha 'We R Who We R' / Cannibal Inspired Makeup Tutorial,https://www.youtube.com/watch?v=nd8_M8W8n-Y,211K views,11 years ago
My Perfect Imperfections Tag!,https://www.youtube.com/watch?v=LdiPzKxBPHU,231K views,11 years ago
Christmas Makeup: Naughty Red Smokey Eyes / Collab with Jeanfrancoiscd,https://www.youtube.com/watch?v=52zcJTxdgT8,133K views,11 years ago
Skincare Routine,https://www.youtube.com/watch?v=vJXsgAeLgDA,249K views,11 years ago
The Shortness Shizzle Wizzle: Bronze Smokey Eyes,https://www.youtube.com/watch?v=_QuSvOrecDE,96K views,11 years ago
Good ol' HAUL TIME!,https://www.youtube.com/watch?v=Bvt3Zl9aLaU,47K views,11 years ago
Natasha Bedingfield - 'Strip Me' Makeup Tutorial,https://www.youtube.com/watch?v=oT9ZNx-0RjI,193K views,11 years ago
Halloween Tutorial: Pirates got attacked by Mermaids!,https://www.youtube.com/watch?v=hiC-hDM-3K4,78K views,11 years ago
Halloween Tutorial: Greek Goddess Inspired Makeup,https://www.youtube.com/watch?v=4mS5k0_5_AM,263K views,11 years ago
Halloween Tutorial: Moulin Rouge Inspired Makeup,https://www.youtube.com/watch?v=EYVtX7QogzU,238K views,11 years ago
Favorite Products of the Moment & Zumba Vlog!,https://www.youtube.com/watch?v=LJdX5xZsHCg,45K views,11 years ago
Halloween Tutorial: Maleficent / Disney Evil Characters Inspired.,https://www.youtube.com/watch?v=HE4FpmuGy4k,123K views,11 years ago
TVD Caroline's Evil Side - The Vampire Diaries Makeup Series.,https://www.youtube.com/watch?v=yO7L6K5qgBM,133K views,11 years ago
Kesha 'Take it Off' Makeup Tutorial.,https://www.youtube.com/watch?v=kVknx5ixWzc,399K views,11 years ago
Slytherin - Harry Potter Houses / Inspired Makeup Tutorial with VintageorTacky,https://www.youtube.com/watch?v=EtX04k0a4n8,136K views,11 years ago
Bronze Smokey Eyes with a Twist!,https://www.youtube.com/watch?v=7DH3Drv74fc,126K views,11 years ago
Love The Way You Lie - Megan Fox & Rihanna / Inspired Makeup Tutorial,https://www.youtube.com/watch?v=NGJH39ANULY,200K views,11 years ago
Katy Perry 'California Girls' - Makeup Tutorial,https://www.youtube.com/watch?v=EC0ruSatl48,1M views,11 years ago
Christina Aguilera - You Lost Me / Makeup Tutorial.,https://www.youtube.com/watch?v=wICFEHtzHY4,280K views,11 years ago
Kris Fowles 'a Nightmare on Elm Street' Inspired / Clubbing Look.,https://www.youtube.com/watch?v=Mmf8qvgruys,84K views,11 years ago
TVD Vampire Makeup - The Vampire Diaries Makeup Series.,https://www.youtube.com/watch?v=WShwZIagwYg,242K views,11 years ago
Rainbow Remix - Smokey Rainbow Makeup Tutorial.,https://www.youtube.com/watch?v=w7ENIKpr36k,425K views,11 years ago
Katherine Pierce - The Vampire Diaries Makeup Series.,https://www.youtube.com/watch?v=IqpuIEjf8NU,337K views,11 years ago
Clothing & Mini M.A.C Haul,https://www.youtube.com/watch?v=Em961bwG4zM,153K views,11 years ago
2 Years Anniversary on YT / My Youtube Story.,https://www.youtube.com/watch?v=QbEoxq49G_c,148K views,11 years ago
Lady Gaga - Alejandro / Makeup Tutorial.,https://www.youtube.com/watch?v=I8dqEv1KyR0,436K views,11 years ago
Hufflepuff - Harry Potter Houses / Inspired Makeup Tutorial.,https://www.youtube.com/watch?v=7gchW02gMT0,130K views,11 years ago
Leona Lewis - I See You / Makeup Tutorial.,https://www.youtube.com/watch?v=tWrmbz3VM10,343K views,11 years ago
Miley Cyrus - Can't Be Tamed / Makeup Tutorial.,https://www.youtube.com/watch?v=TFlzeO267qY,1M views,11 years ago
Lady Gaga - The Monster Ball Tour / Inspired Makeup Tutorial,https://www.youtube.com/watch?v=nzGdj_VdARk,126K views,11 years ago
BeyoncÃ© - Why Don't you Love me / Makeup Tutorial.,https://www.youtube.com/watch?v=WSISYWbzK3A,941K views,11 years ago
M.A.C Counter Eindhoven Opening - Haul,https://www.youtube.com/watch?v=66Atc31EPwk,85K views,11 years ago
Kim Kardashian Inspired Party Makeup - NikkieTutorials,https://www.youtube.com/watch?v=-gGlq4xIQa4,345K views,11 years ago
Fierce Natural Clubbing Eyes - Makeup Tutorial - Nikkietutorials,https://www.youtube.com/watch?v=hdZf6SuEQcU,147K views,11 years ago
Ciara 'Love Sex Magic' Makeup Tutorial - Nikkietutorials,https://www.youtube.com/watch?v=v71wUEURBbE,187K views,11 years ago
Lady Gaga 'Telephone' - CSI Scene Inspired makeup tutorial | NikkieTutorials,https://www.youtube.com/watch?v=dWbV4vlkj68,170K views,12 years ago
NikkieTutorials | Favourite Products of the Moment.,https://www.youtube.com/watch?v=qT1c1yqIjNw,114K views,12 years ago
Lady Gaga Love Game Inspired Mask | NikkieTutorials,https://www.youtube.com/watch?v=5koV8p0AxT4,82K views,12 years ago
"NikkieTutorials | Sexy, yet fun Neutral Eyes with Pop of Blue!",https://www.youtube.com/watch?v=visrZcvxsvI,300K views,12 years ago
NikkieTutorials | Lady Gaga | Inspired Makeup Tutorial  - M.A.C Viva Glam Photoshoot.,https://www.youtube.com/watch?v=HIY-AhM-Df8,99K views,12 years ago
NikkieTutorials | Lady Gaga | Inspired Makeup Tutorial  - Bad Romance,https://www.youtube.com/watch?v=WoeVPqHiANQ,184K views,12 years ago
Ameerah 'Sound of Missing you' / The Eight Wonders Of The World: Great Wall of China Inspired.,https://www.youtube.com/watch?v=igHSvVDBmhg,44K views,12 years ago
NikkieTutorials | The Eight Wonders Of The World: Colosseum,https://www.youtube.com/watch?v=J461fiF1Zjw,47K views,12 years ago
NikkieTutorials | The Eight Wonders Of The World: Petra,https://www.youtube.com/watch?v=emV-2VgEeDU,46K views,12 years ago
X-MAS LOOK + CLOTHES!,https://www.youtube.com/watch?v=pl7fQsv_GKQ,98K views,12 years ago
Christmas Makeup Series | Glowing Bright Purple Smokey Eyes.,https://www.youtube.com/watch?v=wahcGcV35Vc,60K views,12 years ago
WORST LIPGLOSS EVER.,https://www.youtube.com/watch?v=RtbaR-Ysp1Q,115K views,12 years ago
Makeup Tutorial; Heavenly Naturals Series â—‹ QueenBmakeup Inspired,https://www.youtube.com/watch?v=GigAYv2Kfjc,58K views,12 years ago
THIEFS! ..and other stuff?,https://www.youtube.com/watch?v=XiM7HH1RP7M,49K views,12 years ago
Halloween Tutorial #5 - Zombie/Dead Girl Look.,https://www.youtube.com/watch?v=SAoqKenG1Jc,434K views,12 years ago
Halloween Tutorial #4 - Psycho Barbie Doll â—‹ Freddy!,https://www.youtube.com/watch?v=H7Jlc9bJMJg,380K views,12 years ago
Halloween Tutorial #3 - Queen of Lightning & Thunder / Harry Potter SERIES.,https://www.youtube.com/watch?v=PDBqtkm-YRM,173K views,12 years ago
Halloween Tutorial #2 - Underground Treasurechest Chick.,https://www.youtube.com/watch?v=cgedyp5k8dc,82K views,12 years ago
Makeup Tutorial; Aubrey O'Day Inspired Makeup,https://www.youtube.com/watch?v=9c3Q8eqGjYY,138K views,12 years ago
Makeup Tutorial; Purple & Copper fall Look.,https://www.youtube.com/watch?v=8_of3taBDII,121K views,12 years ago
Halloween Tutorial #1 - Heatherette 24 Hour Party People Inspired.,https://www.youtube.com/watch?v=O8JVN0qx2UU,735K views,12 years ago
NikkieTutorials| Fierce Gold & Brown Clubbing Look.,https://www.youtube.com/watch?v=Pm-E_uSwyXA,81K views,12 years ago
"NikkieTutorials | Back to School with natural yet, sophisticated eyes!",https://www.youtube.com/watch?v=DZ4RU-alfoQ,3.1M views,12 years ago
Tacky Cleopatra?! ..craaazy talk! (Contest entrie for vintageortacky),https://www.youtube.com/watch?v=NCQYckSxlhE,84K views,12 years ago
â€¢ CLOSED â€¢ Masquarade Ball CONTEST! - Calypso Mineral Beauty & Sigma Makeup Brushes.,https://www.youtube.com/watch?v=QJIyDLS7j9U,78K views,12 years ago
PIXAR â€¢ Cars: Ramone Inspired (tutorial!).,https://www.youtube.com/watch?v=Y86FKgH036g,30K views,12 years ago
Shopping in Eindhoven(dutch city) Haul!,https://www.youtube.com/watch?v=wRZoAE_hDfw,77K views,12 years ago
NikkieTutorials | SIGMA Makeup Brushes â€¢ Travel Kit REVIEW.,https://www.youtube.com/watch?v=NEcL0sZsX10,97K views,12 years ago
NikkieTutorials | â€¢ The Potential break up Mask â€¢ Risa Candy Inspired Contest ENTRY.,https://www.youtube.com/watch?v=jCFUCVc0M3M,130K views,12 years ago
Sigma JULY Makeup Contest ENTRY! (tutorial).,https://www.youtube.com/watch?v=MoviJCJjOSc,57K views,12 years ago
Random Facts TAG!,https://www.youtube.com/watch?v=1Pt551qv0pw,203K views,12 years ago
Nail Tutorial â€¢ Retro Grey & White Nails using Konad.,https://www.youtube.com/watch?v=yl_obHMrjQQ,79K views,12 years ago
NikkieTutorials | â€¢ Glamourus Green&Gold look using Glamourdoll Eyes.,https://www.youtube.com/watch?v=9GR_VkYBV04,53K views,12 years ago
NikkieTutorials | Arabicâ€¢ish beige & brown cut-crease Look.,https://www.youtube.com/watch?v=5jZ3g-cLdIM,60K views,12 years ago
NikkieTutorials | Glittery Party Look.,https://www.youtube.com/watch?v=dF1NH8gm5DE,121K views,12 years ago
Quick Tip on â€¢ Nailpolish â€¢,https://www.youtube.com/watch?v=11mvMIMMbek,70K views,12 years ago
NikkieTutorials | Bright blue & Brown Cut-crease Look.,https://www.youtube.com/watch?v=2svllViolM4,131K views,12 years ago
NikkieTutorials | Teal Smoked out eyes.,https://www.youtube.com/watch?v=1NoMTrdg_90,121K views,12 years ago
"1,000 SUBSCRIBERS!!",https://www.youtube.com/watch?v=1jMoWWDSzTE,205K views,13 years ago
NikkieTutorials | Runway Inspired Dramatic Look.,https://www.youtube.com/watch?v=m736KX0p56c,113K views,13 years ago
NikkieTutorials | SCANDALOUS Turqouise Kiwi Look,https://www.youtube.com/watch?v=qfPfExHUp4A,85K views,13 years ago
Makeup Tutorial; Dramatic black & white Look.,https://www.youtube.com/watch?v=Dc_GATsPK6A,265K views,13 years ago
NikkieTutorials |; Arabic Golden Yellow Look.,https://www.youtube.com/watch?v=FqsIKC_BADQ,298K views,13 years ago
Makeup Tutorial; Neutral Green Gold Look.,https://www.youtube.com/watch?v=1WP1vrrY4-M,384K views,13 years ago
Makeup Tutorial: Neutral Look,https://www.youtube.com/watch?v=MqxKX-NlCaU,1.3M views,13 years ago
Makeup Tutorial; My first official Look for YT.,https://www.youtube.com/watch?v=b6ogMySncbY,4.3M views,13 years ago
